Cod Interno	Codigo Barras	Descripcion	Contenido	UNIDADES	Est Mer 7 Descripcion	Marca	Fabricante	TOP_DESCRIPCION	MAX_DESCRIPCION	Dia de FECHA_ULT_CAMBIO	USUARIO_ULT_CAMBIO
	7908793300211	SUPL ALIM ESSENTIAL OMEGA 3 1000MG 90 CAPSULAS	90	0	VITAMINA OUTRO	OMEGA 3 ADA	ADA NUTRACEUTICA	SUPER OMEGA 3 1000MG 90CAP	SUPER OMEGA 3 TG 1G 90 CAPS NOVO ESSENTI AL	18 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7908793300211	SUPL ALIM ESSENTIAL OMEGA 3 1000MG 90 CAPSULAS	90	0	VITAMINA OUTRO	OMEGA 3 ADA	ADA NUTRACEUTICA	SUPER OMEGA 3 1000MG 90CAP	SUPER OMEGA 3 TG 1G 90 CAPS NOVO ESSENTI AL	18 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7908793300211	SUPL ALIM ESSENTIAL OMEGA 3 1000MG 90 CAPSULAS	90	0	VITAMINA OUTRO	OMEGA 3 ADA	ADA NUTRACEUTICA	SUPER OMEGA 3 1000MG 90CAP	SUPER OMEGA 3 TG 1G 90 CAPS NOVO ESSENTI AL	18 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7908793300211	SUPL ALIM ESSENTIAL OMEGA 3 1000MG 90 CAPSULAS	90	0	VITAMINA OUTRO	OMEGA 3 ADA	ADA NUTRACEUTICA	SUPER OMEGA 3 1000MG 90CAP	SUPER OMEGA 3 TG 1G 90 CAPS NOVO ESSENTI AL	18 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7908793300211	SUPL ALIM ESSENTIAL OMEGA 3 1000MG 90 CAPSULAS	90	0	VITAMINA OUTRO	OMEGA 3 ADA	ADA NUTRACEUTICA	SUPER OMEGA 3 1000MG 90CAP	SUPER OMEGA 3 TG 1G 90 CAPS NOVO ESSENTI AL	18 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7908793300211	SUPL ALIM ESSENTIAL OMEGA 3 1000MG 90 CAPSULAS	90	0	VITAMINA OUTRO	OMEGA 3 ADA	ADA NUTRACEUTICA	SUPER OMEGA 3 1000MG 90CAP	SUPER OMEGA 3 TG 1G 90 CAPS NOVO ESSENTI AL	18 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7908793300211	SUPL ALIM ESSENTIAL OMEGA 3 1000MG 90 CAPSULAS	90	0	VITAMINA OUTRO	OMEGA 3 ADA	ADA NUTRACEUTICA	SUPER OMEGA 3 1000MG 90CAP	SUPER OMEGA 3 TG 1G 90 CAPS NOVO ESSENTI AL	18 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7908793300211	SUPL ALIM ESSENTIAL OMEGA 3 1000MG 90 CAPSULAS	90	0	VITAMINA OUTRO	OMEGA 3 ADA	ADA NUTRACEUTICA	SUPER OMEGA 3 1000MG 90CAP	SUPER OMEGA 3 TG 1G 90 CAPS NOVO ESSENTI AL	18 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7908793300211	SUPL ALIM ESSENTIAL OMEGA 3 1000MG 90 CAPSULAS	90	0	VITAMINA OUTRO	OMEGA 3 ADA	ADA NUTRACEUTICA	SUPER OMEGA 3 1000MG 90CAP	SUPER OMEGA 3 TG 1G 90 CAPS NOVO ESSENTI AL	18 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7908793300211	SUPL ALIM ESSENTIAL OMEGA 3 1000MG 90 CAPSULAS	90	0	VITAMINA OUTRO	OMEGA 3 ADA	ADA NUTRACEUTICA	SUPER OMEGA 3 1000MG 90CAP	SUPER OMEGA 3 TG 1G 90 CAPS NOVO ESSENTI AL	18 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7908793300211	SUPL ALIM ESSENTIAL OMEGA 3 1000MG 90 CAPSULAS	90	0	VITAMINA OUTRO	OMEGA 3 ADA	ADA NUTRACEUTICA	SUPER OMEGA 3 1000MG 90CAP	SUPER OMEGA 3 TG 1G 90 CAPS NOVO ESSENTI AL	18 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7908793300211	SUPL ALIM ESSENTIAL OMEGA 3 1000MG 90 CAPSULAS	90	0	VITAMINA OUTRO	OMEGA 3 ADA	ADA NUTRACEUTICA	SUPER OMEGA 3 1000MG 90CAP	SUPER OMEGA 3 TG 1G 90 CAPS NOVO ESSENTI AL	18 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7908793300211	SUPL ALIM ESSENTIAL OMEGA 3 1000MG 90 CAPSULAS	90	0	VITAMINA OUTRO	OMEGA 3 ADA	ADA NUTRACEUTICA	SUPER OMEGA 3 1000MG 90CAP	SUPER OMEGA 3 TG 1G 90 CAPS NOVO ESSENTI AL	18 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7908793300211	SUPL ALIM ESSENTIAL OMEGA 3 1000MG 90 CAPSULAS	90	0	VITAMINA OUTRO	OMEGA 3 ADA	ADA NUTRACEUTICA	SUPER OMEGA 3 1000MG 90CAP	SUPER OMEGA 3 TG 1G 90 CAPS NOVO ESSENTI AL	18 de fevereiro de 2025	jessica.evangelista@scanntech.com
	7908793300327	SUPL ALIM ESSENTIAL OMEGA DHA CAPSULA 1G	1	1	VITAMINA OUTRO	ESSENTIAL	OUTRO FABRICANTE	DHA TG 1000MG 180CAP	ESSENTIAL SUPER OMEGA 3 DHA TG 180 CAPS	24 de setembro de 2026	gabriel.morais@scanntech.com
	7908793300334	SUPL ALIM ESSENTIAL NUTRITION COENZIMA Q10 OMEGA 3 120 CAPS	120	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	COQ10+OMEG 3+VIT E 120CAP	CoQ10 + Omega 3TG + Natural Vitamin E Pote 120 Caps -  Esse	19 de março de 2026	lucas.santos@scanntech.com
	7908793300419	SUPL ALIM ESSENTIAL NUTRITION MAGNESIO COMPLEX 90 CAPS	90	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	mg Complex com 90 Cápsulas	Mg Complex - 4 Tipos de Magnésio - 90 Capsulas - Essential	19 de março de 2026	lucas.santos@scanntech.com
	7908793300464	FORCEMED SUPER OMEGA 3 90CP	90	1	VITAMINA OUTRO	FORCEMED	OUTRO FABRICANTE	SUPER OMEGA 3TG GASTRO-RESISTANT 90X1G ESSENTIAL NUTRITION	ESN SUPER OMEGA 3 TG GASTRO RES 1 G C/90 CP		jessica.evangelista@scanntech.com
	7908793300495	SUPL ALIM ESSENTIAL NUTRITION NAC+GLYCINE+TAURINE 90 CAPS	90	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Nac + Glycine + Taurine com 90 Cápsulas	NAC + Glycine + Taurine - 90 Cápsulas - Essential Nutrition	19 de março de 2026	lucas.santos@scanntech.com
	7908793300525	SUPL ALIM MULT ESSENTIAL NUTRITION OMEGA CORE 60 CAPS	60	1	MULTIVITAMINICO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	ESSENTIAL OMEGA CORE 60CAPS	OMEGA 3 CORE ESSENTIAL 60 CAPS ASTAXANT+COQ10	19 de março de 2026	lucas.santos@scanntech.com
	7908793300525	SUPL ALIM MULT ESSENTIAL NUTRITION OMEGA CORE 60 CAPS	60	1	MULTIVITAMINICO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	ESSENTIAL OMEGA CORE 60CAPS	OMEGA 3 CORE ESSENTIAL 60 CAPS ASTAXANT+COQ10	19 de março de 2026	lucas.santos@scanntech.com
	7908793300549	SUPL ALIM ESSENTIAL NUTRITION MAGNESIO TANGERINA 375G	375	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Aminolift Tangerina NOVO Lata 375g/30Ds Essential	AMINOLIFT 375G LATA 30 DOSES TANGERINA ESSENTIAL NUTRITION	19 de março de 2026	lucas.santos@scanntech.com
	7908793300723	SUPLEMENTO ALIM B COMPLEX ESSENTIAL FRASCO 120 CAPSULAS	120	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	B COMPLEX POTE 120 CAPS ESSENTIAL	SUPL ESSENTIAL B COMPLEX PT 120CAPS TANG DP 375G	29 de abril de 2026	jessica.evangelista@scanntech.com
	7908793300853	SUPL ALIM MULT ESSENTIAL NUTRITION BERRYKI FRUTAS VERM 300G	300	1	MULTIVITAMINICO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	ESSENTIAL BERRYKI 300G	Multivitamínico Berry Ki Sabor Frutas Vermelhas - Essential	27 de maio de 2026	paulo.ferreira@scanntech.com
	7908793300914	SUPL ALIM ESSENTIAL NUTRITION COLLAGEN X NEUTRO 300G	300	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	COLLAGEN SKIN NEUTRO 330G ESSENTIAL	COLLAGEN SKIN ESSENTIAL NEUTRO LT 300G/ 336G	22 de junho de 2026	jessica.evangelista@scanntech.com
	7908793301157	SUPL ALIM ESSENTIAL NUTRITION HYDROLIFT NEUTRO  54G	54	30	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	HYDROLIFT ELECTROLYTES 54G/30DS NEUTRO ESSENTIAL NUTRITION	Hydrolift Electrolytes (54g - 30 Sticks de 1,8g), Neutro, E	24 de setembro de 2026	gabriel.morais@scanntech.com
	7908793301164	SUPL ALIM ESSENTIAL NUTRITION HYDROLIFT TANGERINA 87G	87	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	HYDROLIFT TANGERINA NOVO TUBO	HYDROLIFT ESSENTIAL 87G C 30 STICKS TANGERINA	19 de março de 2026	lucas.santos@scanntech.com
	7908793301171	SUPL ALIM ESSENTIAL NUTRITION COENZ Q10 + OM 3 + VIT E 60CP	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	COQ10 + OMEGA 3TG + NATURAL VI	COQ10 + OMEGA 3TG + NATURAL VITAMIN E PO TE 60 CAPS NOVO ES	19 de março de 2026	lucas.santos@scanntech.com
	7908793301225	SUPL ALIM ESSENTIAL NUTRITION VIT D3 2000UI X 120CAPS	120	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	VIT D3 2000UI NOVO 120CAPS ESSENTIAL	SUP ESSENTIAL 500 G VIT D3 2000 UI 120 CAPSULAS	28 de julho de 2026	jessica.evangelista@scanntech.com
	7908793301232	SUPL ALIM ESSENTIAL NUTRITION VITAMINA C 180G 60 CAPS	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	VITAMINI C NOVO POTE 60UN ESSENTIAL	Vitamini C Gummy (150g - 60 unidades), Morango, Maçã-Verde	19 de março de 2026	lucas.santos@scanntech.com
	7908793301249	SUPL ALIM MULT ESSENTIAL NUTRITION VIT D3 GUMMY 60 CAPS	60	1	MULTIVITAMINICO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	VITAMINI D NOVO POTE 60UN ESSENTIAL	VITAMINI D3 MORANGO MACA VERDE E MANGA 60 GOMAS ESSENTIAL	19 de março de 2026	lucas.santos@scanntech.com
	7908793301294	SUPL ALIM ESSENTIAL NUTRITION OMEGA VISION 60CAPS	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	ESSENTIAL OMEGA VISION 60 CAPS	SUPL OMEGA VIS ESSENTIAL C 60 CAPS	23 de abril de 2026	paulo.ferreira@scanntech.com
	7908793301300	JOINT ESSENTIAL 60CP	60	1	MULTIVITAMINICO	OUTRA MARCA	OUTRO FABRICANTE	OMEGA JOINT 60CAPS ESSENTIAL	Ômega Joint (60 caps), Único, Essential Nutrition	30 de setembro de 2025	arthur.moura@scanntech.com
	7908793301317	SUPL ALIM ESSENTIAL NUTRITION OMEGA BRAIN X 60CAPS	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	OMEGA BRAIN 60 caps ESSENTIAL	SP OMEGA BRAIN 60 CAPS ESSENTIAL	28 de julho de 2026	jessica.evangelista@scanntech.com
	7908793301324	SUPL ALIM MULT ESSENTIAL NUTRITION OMEGA GOLDEN 60 CAPS	60	1	MULTIVITAMINICO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	OMEGA GOLDEN NOVO 60 CAPS ESSENTIAL	FIRST BCAA 10.1.1 LIMAO (300G) FIRST NUTRITION	19 de março de 2026	lucas.santos@scanntech.com
	7908793301348	SUPL ALIM COLLAGEN ESSENTIAL RESILIENCE 390G	390	1	VITAMINA OUTRO	COLLAGEN	NUTRIFY	COLLAGEN RESILIENCE 390G MARACUJA ESSENTIAL NUTRITION	COLLAGEN RESILIEN ESSENTIAL LT 390G MARACUJA	26 de maio de 2026	washington.conceicao@scanntech.com
	7908793301355	SUPL ALIM ESSENTIAL NUTRITION MELATONINA DUO MENTA 120 CAPS	120	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	MELATONIN DUO MENTA 120CPR	MELATONIN DUO SABOR MENTA C/ 120 COMP ESSENTIAL	19 de março de 2026	lucas.santos@scanntech.com
	7908793301362	SUPL ALIM ESSENTIAL NUTRITION MELATONINA DUO HARM 120 CAPS	120	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	MELATONIN DUO HARMONY 120CAPS	MELATONIN DUO ESSENTIAL  HARMONY C 120 COMP	19 de março de 2026	lucas.santos@scanntech.com
	7908793301423	SUPL ALIM MULT ESSENTIAL NUTRITION 30X3,3G	99	30	MULTIVITAMINICO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	HYDROLIFT LIMAO TUBO 99g/30Ds	Hydrolift Limão Siciliano - Minerais + Vitamina C - 99g / 3	14 de maio de 2026	jessica.evangelista@scanntech.com
	7908793301652	SUPL ALIM ESSENTIAL NUTRITION VIT C X 180CAPS	180	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	VIT C 4 PROTECT 180 CAPS ESSENTIAL	Vit C 4 Protect (180 caps), Único, Essential Nutrition	28 de julho de 2026	jessica.evangelista@scanntech.com
	7908793301751	SUPL ALIM MULT ESSENTIAL NUTRITION FE COMPLEX X 90 CAPS	90	1	MULTIVITAMINICO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	FE COMPLEX POTE 90 CAPS ESSENTIAL	Essential Nutrition - FE Complex - Complexo de Ferro e Cobr	19 de março de 2026	lucas.santos@scanntech.com
	7908793301805	SUPL ALIM ESSENTIAL NUTRITION PROPOLIS+QUERCET+VIT C 60CAPS	60	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	PROPOLIS+QUERCETIN+VITAMIN C - IMMUNO SELF-DEFENSE POTE 60	SUP ALIM ESSENTIAL PROP QUERC VIT C C 60	25 de junho de 2026	luelen.santos@scanntech.com
	7908793301980	SUPL ALIM ESSENTIAL NUTRITION OMEGA 3 90CAPS	90	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	SUPER OMEGA 3 TG COMFORT 90CAPS ESSENTIAL	SUPER OMEGA 3 TG GASTRO COMFORT 90 CAPS ESSENTIAL	31 de março de 2026	gabriel.morais@scanntech.com
	7908793302246	SUPL ALIM MULT ESSENTIAL NUTRITION CALM THEANINE X 120CPRS	120	1	MULTIVITAMINICO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	Calm Theanine 120 Comp Essential	CALM THEATINE SABOR MENTA 120 COMP ESSEN	10 de junho de 2026	jessica.evangelista@scanntech.com
	7908793302260	SUPL ALIM ESSENTIAL NUTRITION HYDROLIFT SPORT NEUTRO 6,2G	6,2	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	HYDROLIFT SPORT 3,5G NEUTRO ESSENTIAL NUTRITION	HYDROLIFT SPORT SABOR NEUTRO 6,2 GR ESSE	23 de setembro de 2026	lucas.santos@scanntech.com
	7908793302277	SUPL ALIM ESSENTIAL NUTRITION HYDROLIFT SPORT LIMAO 6,2G	6,2	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	HYDROLIFT SPORT 6,2G LIMAO ESSENTIAL NUTRITION	HYDROLIFT SPORT ESSENTIAL SACHE 6,2G LIMAO SICILIANO	23 de setembro de 2026	lucas.santos@scanntech.com
	7908793302284	SUPL ALIM ESSENTIAL NUTRITION HYDROLIFT SPORT TANG 6,2G	6,2	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	HYDROLIFT SPORT 6,2G TANGERINA ESSENTIAL NUTRITION	HYDROLIFT SPORT SABOR TANGERINA 6,2 GR E	23 de setembro de 2026	lucas.santos@scanntech.com
	7908793302291	SUPL ALIM ESSENTIAL NUTRITION HYDROLIFT SPORT MARACUJA 6,2G	6,2	1	VITAMINA OUTRO	ESSENTIAL NUTRITION	ESSENTIAL NUTRITION	HYDROLIFT SPORT 6,2G MARACUJA ESSENTIAL NUTRITION	HYDROLIFT SPORT SABOR MARACUJA 6,2 GR ES	23 de setembro de 2026	lucas.santos@scanntech.com
	7908804500012	SUPL ALIM MAXIMA VITAMINA COMPRIMIDO ROMA 60UN	60	0	VITAMINA OUTRO	MAXIMA	SABORELLE CIA	VITAMINA K2 DOSE MAXIMA 149UG	VITAMINA K 2 ULTRA 60 CPS AROMA ( UN )	24 de setembro de 2026	gabriel.morais@scanntech.com
	7908804500029	SUPL ALIM ROMA VITAMINA 60UN	60	0	VITAMINA OUTRO	ROMA	ROMA	VITAMINA K2 +D3 C/60 CAPS .	VITAMINA-K2 149UG + D3 2000UI CPS.C/60 A ROMA	24 de setembro de 2026	gabriel.morais@scanntech.com
	7908804500043	COENZIMA Q10 200MG CENTROMAIS  60 CAPSULAS	60	1	VITAMINA OUTRO	COENZIMA Q10 ARO	AROMA BEM ESTAR IND E COM DE PROD NATURAIS	CENTROMAIS COENZIMA Q10 60CAP	CENTROMAIS COENZIMA Q10 200MG 60 CAPS	2 de maio de 2025	jessica.evangelista@scanntech.com
	7908804500067	SUPLEMENTO ALIM CENTROMAIS VITAMINA E 400MG 60 CAPSULAS	60	1	VITAMINA OUTRO	CENTROMAIS ARO	AROMA BEM ESTAR IND E COM DE PROD NATURAIS	Centro MaisVitamina E Vitamina E 400mg com 60 Cápsulas	CENTRO MAIS VITAMINA E CAPS VITA E 400.0 MG  X 60	16 de dezembro de 2025	jessica.evangelista@scanntech.com
	7908804500111	SUPLEMENTO ALIM GVITAM ARTRO 30 COMPRIMIDOS	30	1	VITAMINA OUTRO	GVITAM	AROMA BEM ESTAR IND E COM DE PROD NATURAIS	Gvitam Artro com 30 Comprimidos	GVITAM ARTRO C/ 30 COMPR. - AROMA	16 de dezembro de 2025	apitel@scanntech.com
	7908804500135	SUPL ALIM CALCIODOR DOR 60UN	60	0	VITAMINA OUTRO	CALCIODOR	AROMA BEM ESTAR IND E COM DE PROD NATURAIS	CALCIODOR 500MG 60CAP	CALCIODOR GVITAM 500 MG C/ 60 CAPS		gabriel.morais@scanntech.com
	7908804500142	SUPL ALIM CALCIODOR 60UN	60	0	VITAMINA OUTRO	CALCIODOR	AROMA BEM ESTAR IND E COM DE PROD NATURAIS	CALCIODOR 500MG +D3 60CAPS ARO	CALCIODOR 500MG + VIT D3 60CP		gabriel.morais@scanntech.com
	7908804500258	SUPL ALIM SUPRANUTRI ARTRO X 60 CAPS	60	1	VITAMINA OUTRO	SUPRA	SUPRA ALIMENTOS	SUPRANUTRI ARTRO 60 CAPS	SUPRA NUTRI ARTRO C/ 60 CAPS	15 de julho de 2026	mariana.rocha@scanntech.com
	7908804500265	SUPRANUTRI X-PEC 120ML	120	1	VITAMINA OUTRO	SUPRANUTRI	OUTRO FABRICANTE	SUPRANUTRI X-PEC 120ML	SUPRANUTRI X-PEC SOL OR GU HO 120.0 ML X 1	31 de outubro de 2025	henrique.traldi@scanntech.com
	7908804500289	SUPL ALIM SUPRANUTRI ARTRO PLUS X 60CAPS	60	1	VITAMINA OUTRO	SUPRANUTRI	OUTRO FABRICANTE	SUPRANUTRI ARTRO PLUS 60 CAPS	COLAGENO TIPO II + CONDROIT + AC HIALUR + GLUCOSAMINA (SUPR		jessica.evangelista@scanntech.com
	7908804500319	SUPL ALIM SUPRANUTRI ZINCO EFER 10UN	10	0	VITAMINA OUTRO	SUPRANUTRI	REDE MELHOR COMPRA	SUPRANUTRI C + ZINCO 10 COMP EFERVESCENTES	SUPRA NUTRI C + ZINCO 10 COMP EFERV.		gabriel.morais@scanntech.com
	7908804500364	MELATONINA ESTRELA DA NOITE 30ML	30	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	ESTRELA DA NOITE 30ML	ESTRELA DA NOITE (MELATONINA) 30ML (L)	7 de novembro de 2025	jessica.evangelista@scanntech.com
	7908804500432	SUPL ALIM POLISOMA HAIR CAPSULA CROMO BIOTINA 30UN	30	1	VITAMINA OUTRO	POLISOMA	REDE SOMA DROGARIAS	POLISOMA HAIR C/ 30 CAPSULAS	( SOMA) POLISOMA HAIR 30 CA SUPL ALIMENTAR RSM. GT		gabriel.morais@scanntech.com
	7908804500449	SUPL ALIM SOMALIFE VITAMINA MENAQUINONA 60UN	60	0	VITAMINA OUTRO	SOMALIFE	AROMA BEM ESTAR IND E COM DE PROD NATURAIS	SOMALIFE VITAMINA K2 MENAQUINONA 149UG 60CAPS	SOMALIFE VITAMINA K2 149MCG + D3 2000UI 60 CAPSULA		gabriel.morais@scanntech.com
	7908804500470	COENZIMA ULTRASUPRY Q10 60CP	60	1	VITAMINA OUTRO	COENZIMA STE	STEM PHARMACEUTICAL	ULTRASUPRY COENZIMA Q10 C/60CPS (L)	ULTRASUPRY COEZINA Q 10 60 CAP	11 de junho de 2026	jessica.evangelista@scanntech.com
	7908804500487	ULTRASUPRY CURCUMA LONGA 60CP	60	1	VITAMINA OUTRO	ULTRASUPRY	OUTRO FABRICANTE	ULTRASUPRY CURCUMA 60CAP	ULTRASUPRY CURCUMA LONGA C/60CPS (L)	1 de novembro de 2025	cferreira@scanntech.com
	7908804500494	ULTRASUPRY B12 60CP	60	1	VITAMINA OUTRO	ULTRASUPRY	OUTRO FABRICANTE	ULTRASUPRY CIANOCOBALAMINA B 1	ULTRASUPRY VITAMINA B12 (CIANOCOBALAMINA) C/60CPS (L)	22 de outubro de 2025	paulo.ferreira@scanntech.com
	7908804500500	SUPL ALIM ULTRASUPRY VITAMINA 60UN	60	0	VITAMINA OUTRO	ULTRASUPRY	FORHELTH NUTRICIONAL EIRELI	ULTRA SUPRI VITAMINA K2+D3 60 CAPS (AROMA)	ULTRASUPRY VITAMINA K2+D3 60 C ULTRASUPRY VITAMINA K2+D3	24 de setembro de 2026	gabriel.morais@scanntech.com
	7908804500517	SUPL ALIM ULTRASUPRY VITAMINA CPS 60UN	60	0	VITAMINA OUTRO	ULTRASUPRY	FORHELTH NUTRICIONAL EIRELI	ULTRASUPRY VITAMINA K2 C/60CPS (L)	ULTRASUPRY VITAMINA K2 C/60CPS (L)	24 de setembro de 2026	gabriel.morais@scanntech.com
	7908804500654	SUPL ALIM L TREONATO MAGNESIO 60UN	60	0	VITAMINA OUTRO	L TREONATO	OUTRO FABRICANTE	BLACKGOLD L TREONATO D 60 CAPS	BLACKGOLD L TREONATO D 60 CAPS		gabriel.morais@scanntech.com
	7908804500937	SUPL ALIM VITASHOW MAGNESIO CPR 60UN	60	0	VITAMINA OUTRO	VITASHOW	AROMA BEM ESTAR IND E COM DE PROD NATURAIS	5MAG SHOW 60 CAPSULAS VITASHOW 5MAG SHOW 60 CAPSULAS VIT	5 MAG SHOW 60 CAPS VITASHOW 5 MAG SHOW 60 CAPS VITASHOW		gabriel.morais@scanntech.com
	7908804501552	L TREONATO DE MAGNESIO CAIXA 60 CAPSULAS	60	1	VITAMINA OUTRO	L TREONATO	OUTRO FABRICANTE	CENTROMAIS L-TREONAT 60CAP	CENTRO MAIS L TREONATO C/60CPS (AROMA) ( UN )		jessica.evangelista@scanntech.com
	7908804501569	MAGNESIO TREONATO 60CP	60	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	TREONATO C/60CPS VITASHOW	L-TREONATO 60 CAPS VITA SHOW ( UN )	30 de setembro de 2025	jessica.evangelista@scanntech.com
	7908804501620	SUPL ALIM MAG MAGNESIO FARMADI 60UN	60	0	VITAMINA OUTRO	MAG	QUALYNUTRI	FARMADI 3 MAG 60 CAPSULAS	FARMADI 3 MAG 60 CAPSULAS (FAR	24 de setembro de 2026	gabriel.morais@scanntech.com
	7908804501637	SUPL ALIM MAG MAGNESIO FARMADI CPS 60UN	60	1	VITAMINA OUTRO	MAG	QUALYNUTRI	FARMADI 5 MAG 60CAP	FARMADI 5 MAG 60 CAPSULAS (FA	24 de setembro de 2026	gabriel.morais@scanntech.com
	7908804501668	MAG 5 500MG 60CPRS	60	1	VITAMINA OUTRO	MAG	QUALYNUTRI	5MAG+ 60CPS	MAGNESIO 5MAG MALATO BISGLICINATO OXIDO CLORETO 60 CAPSULAS	19 de setembro de 2025	gabriel.morais@scanntech.com
	7908804501675	JATLIFE COENZIMA Q10 200MG 60CP	60	1	VITAMINA OUTRO	JATLIFE	AROMA BEM ESTAR IND E COM DE PROD NATURAIS	COENZIMA Q-10 200MG C/60 CAPS .	COENZIMA Q10 200 MG C/60 CAPS (JATLIFE)	22 de outubro de 2025	jessica.evangelista@scanntech.com
	7908804501682	SUPL ALIM MAGNESIO DIMALATO CPS JATLIFE 60UN	60	1	VITAMINA OUTRO	MAGNESIO DIMALATO	MEDINAL	MAGNESIO DIMALATO C/60 CPS JAT .	MAGNESIO DIMALATO C/60 CPS JAT .		gabriel.morais@scanntech.com
	7908804501729	SUPL ALIM JATLIFE VITAMINA CPS 60UN	60	1	VITAMINA OUTRO	JATLIFE	AROMA BEM ESTAR IND E COM DE PROD NATURAIS	VITAMINA K2+D3 60CPS	VIT K2 + D3 JATLIFE C/60CAPS		gabriel.morais@scanntech.com
	7908804502009	CENTROMAIS CURCUMA 30CAP	30	1	VITAMINA OUTRO	CENTROMAIS ARO	AROMA BEM ESTAR IND E COM DE PROD NATURAIS	CENTROMAIS CURCUMA 30 CAPS ARO	CENTROMAIS CURCUMA 30 CAPS ARO		jessica.evangelista@scanntech.com
	7908804502054	VITAMINA GOLD VITAM 5 MAGNESIO PREMIUM 60CP	60	1	VITAMINA OUTRO	GOLD VITAM	GOLD VITAM	GOLDVITAM 5 MAGNESIO PREMIUM 6	GOLD VITAM 5 MAGNESIO PREMIUM C/ 60 CAPS	13 de julho de 2025	lferreira@scanntech.com
	7908804502078	SUPL ALIM GOLD VITAM COENZIMA Q10 200MG X 60 CAPS	60	1	VITAMINA OUTRO	GOLD VITAM	GOLD VITAM	GOLD VITAM COENZIMA Q10 200MG	GOLD VITAM CAPS COE Q10 200.0 MG  X 60	14 de julho de 2026	lucas.santos@scanntech.com
	7908804502085	SUPL ALIM GOLD VITAM COGNI X 60CAPS	60	1	VITAMINA OUTRO	GOLD VITAM	GOLD VITAM	GOLD VITAM COGNII CAPS C60	GOLD VITAM COGNII CAPS C60 C	30 de julho de 2026	jessica.evangelista@scanntech.com
	7908804502122	SUPL ALIM GOLD VITAM 60UN	60	0	VITAMINA OUTRO	GOLD VITAM	GOLD VITAM	GOLD VITAM K2 65MCG CAP C60	GOLD VITAM K2 65MCG CAP C60 GOLD VITAM K2 65MCG CAP C	24 de setembro de 2026	gabriel.morais@scanntech.com
